-2.280756022616193235e+01,-2.213187453356214007e+01,-2.290659009724869577e+01,-2.400251213015154406e+01,-2.574305099275197506e+01,inf,-3.136886617395110832e+01,inf,-4.170458094944902427e+01,inf
-2.260247155344429615e+01,-2.183507218637239333e+01,-2.250735741667837075e+01,-2.355677714639920595e+01,-2.533736441274458073e+01,-2.686863733749359184e+01,-3.073721589789757758e+01,-3.639373913862660004e+01,-4.124006193575675638e+01,inf
-2.240169345429427850e+01,-2.154696361059881937e+01,-2.211285115607267215e+01,-2.311517781859763687e+01,-2.487389650191293811e+01,-2.639442945856626821e+01,-3.012104681321413935e+01,-3.631190479348531142e+01,-4.077408858993620555e+01,-4.677594666971225479e+01
-2.220470536614336154e+01,-2.126689118042726889e+01,-2.172277946931356141e+01,-2.267797734765648698e+01,-2.445104284154672314e+01,-2.595641624932716596e+01,-2.952674243494478645e+01,-3.584128576210537176e+01,-4.031884042754455777e+01,-4.640872257282951807e+01
-2.201103102810138168e+01,-2.099414075079259945e+01,-2.120549692045068824e+01,-2.224532409303258618e+01,-2.403002918776290642e+01,-2.552068516730896874e+01,-2.894774559145355752e+01,-3.590983687597424989e+01,-3.986882477496305910e+01,inf
-2.182065728460085907e+01,-2.072797680278105403e+01,-2.083872416642985925e+01,inf,-2.361092746504120399e+01,-2.508619860236025900e+01,-2.838805758063214668e+01,-3.548362454404784216e+01,-3.942731050091321521e+01,inf
-2.163249461781362726e+01,-2.046749705817805776e+01,inf,-2.181267136652331828e+01,-2.319379857229195352e+01,-2.465288278697627788e+01,-2.785482771602047336e+01,-3.506183745996762013e+01,inf,-4.605826045649753553e+01
-2.144653496407624615e+01,-2.021236644087799661e+01,-1.998215659301597569e+01,-2.142265937205715431e+01,-2.277869679061939578e+01,-2.422081303812834108e+01,-2.733110884289180120e+01,-3.464917953590041577e+01,-4.058955050916379292e+01,-4.572872011522816393e+01
-2.126249620304055910e+01,-1.995041889812639369e+01,-1.964711868139804807e+01,-2.042636752013932266e+01,-2.236566190630137285e+01,-2.406112204667933341e+01,-2.682194150666291677e+01,-3.424025285368789184e+01,-4.023630926886320935e+01,-4.539704981931753736e+01
-2.108056261024905353e+01,-1.971746989806536732e+01,-1.914405757200981739e+01,-2.001705167650589345e+01,inf,-2.365185791463532539e+01,-2.632949283478377822e+01,-3.384328802703883099e+01,-3.988444788629438875e+01,-4.507023117735332107e+01
